"","ch_in","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female"
"27690",1,2,3233,7,478,1274,0,1
"9017",1,1,1451,6,418,993,0,1
"12151",0,2,1451,9,418,993,1,1
"15947",0,1,167,6,42,598,0,1
"16120",0,3,167,6,42,598,0,1
"16199",0,4,167,6,42,598,0,1
"21014",1,5,167,6,42,598,1,1
"22222",1,6,212,6,42,598,2,1
"25274",1,7,212,6,42,598,3,1
"17292",1,1,244,10,45,432,1,0
"17747",1,2,244,10,45,432,2,0
"21074",0,1,14,9,1,15,0,0
"20977",1,1,93,8,41,537,0,1
"21388",0,2,156,8,54,1047,1,1
"9032",1,1,246,7,49,603,0,0
"17865",1,2,288,7,66,603,0,1
"5223",1,1,1,10,0,44,1,0
"6253",1,2,193,6,71,599,1,1
"11298",0,3,196,6,71,599,2,1
"11831",1,4,196,6,71,599,2,1
"15888",0,5,196,6,71,599,2,2
"17070",0,6,338,6,184,1310,2,3
"24614",0,7,338,7,184,1310,3,3
"7601",0,1,288,3,66,472,0,1
"9034",0,2,288,10,66,472,1,1
"15810",0,3,288,10,66,472,1,1
"25239",1,4,288,10,83,516,1,2
"1738",1,1,5,9,2,129,0,0
"6729",0,2,193,6,71,599,0,1
"7243",0,3,193,6,71,599,1,1
"8373",0,4,3315,7,563,1356,1,2
"10364",0,5,3315,7,563,1356,1,3
"10378",1,7,3315,7,563,1356,2,3
"23055",0,8,3315,7,563,1356,2,3
"23084",0,9,3315,7,563,1356,2,3
"28298",1,10,3315,7,563,1356,3,3
"18532",0,1,167,6,42,598,0,1
"19040",0,2,167,6,42,598,1,1
"19069",1,3,167,6,42,598,1,2
"24265",1,4,167,6,42,598,1,3
"22875",1,1,34,3,1,82,0,1
"24453",0,2,238,5,33,173,0,2
"10781",0,1,288,3,66,472,0,1
"11230",0,5,288,6,66,598,1,2
"12088",1,6,288,6,66,598,1,2
"12601",0,7,288,6,66,598,1,3
"14124",0,8,562,10,715,6314,1,4
"15217",0,9,562,10,715,6314,1,4
"15404",1,10,562,10,715,6314,1,5
"18699",1,11,562,10,715,6314,1,5
"20134",0,12,562,10,715,6314,2,5
"21431",0,13,562,10,715,6314,3,5
"23006",0,14,562,10,715,6314,3,6
"23835",0,15,562,10,715,6314,4,6
"23931",0,16,562,10,715,6314,4,6
"24246",0,17,562,10,715,6314,4,7
"26174",1,18,562,10,715,6314,4,7
"28482",1,19,562,10,715,6314,4,8
"26481",0,2,167,6,42,598,0,1
"13371",1,1,167,6,42,598,0,1
"15541",0,2,167,6,42,598,0,1
"17952",1,3,167,6,42,598,0,2
"19525",0,4,167,6,42,598,0,3
"9014",1,1,1451,6,418,993,0,1
"22590",1,2,1451,6,418,993,0,2
"23111",1,3,1451,6,418,993,1,2
"24853",1,4,1451,6,418,993,1,3
"26626",0,5,1451,6,418,993,2,3
"28059",1,6,1451,6,418,993,2,3
"16497",0,1,562,10,715,6314,0,1
"10445",0,1,32,8,1,31,1,0
"21397",0,2,106,7,23,347,1,1
"27689",1,3,106,7,23,347,2,1
"17583",1,1,636,9,106,1251,0,1
"8576",1,1,287,6,23,290,0,1
"21834",0,1,5,7,1,5,1,0
"23361",0,2,36,1,1,34,1,1
"24935",0,3,119,9,49,714,1,2
"18840",0,1,338,6,184,1310,0,1
"17265",0,2,511,6,141,306,0,1
"21560",0,3,511,6,141,306,0,2
"22555",0,4,511,6,141,306,0,3
"22618",0,6,511,6,141,306,1,3
"23095",0,7,511,7,141,933,1,4
"13569",1,1,210,6,83,516,0,1
"8734",0,1,34,2,2,125,1,0
"8749",1,2,102,4,15,146,1,1
"8786",0,3,102,4,15,146,1,1
"11885",0,4,102,4,15,146,1,1
"12320",1,1,35,1,4,115,0,1
"12616",0,2,35,1,4,115,0,2
"14671",0,3,102,4,15,146,0,3
"17633",0,4,128,4,15,186,1,3
"24206",0,5,206,6,18,310,2,3
"25638",1,6,206,6,23,310,3,3
"5194",0,1,7,8,1,9,0,1
"13249",0,2,102,4,15,146,0,2
"23943",1,3,102,4,15,146,1,2
"27605",1,4,308,4,15,146,1,3
"2226",1,1,193,6,71,599,0,1
"2387",1,2,193,6,71,599,0,1
"5762",1,3,193,6,71,599,0,1
"17102",1,4,196,6,71,599,1,1
"16143",1,1,167,6,42,598,0,1
"1095",1,1,460,10,95,1897,1,0
"8656",0,2,460,10,95,1897,1,1
"8924",1,3,460,10,95,1897,1,1
"10871",1,5,460,10,95,1897,2,1
"18943",0,6,460,10,95,1897,2,2
"20016",0,7,460,10,95,1897,2,2
"23282",1,8,460,10,95,1897,2,3
"23919",0,9,460,10,95,1897,2,4
"21968",0,1,167,6,42,598,0,1
"28537",1,2,167,6,42,888,1,1
"48",0,1,6,9,2,35,0,1
"637",0,2,259,3,14,202,1,1
"15860",0,3,259,3,14,202,1,1
"16893",1,4,259,6,29,710,2,1
"18224",0,5,424,6,29,710,2,2
"26804",1,6,424,6,29,710,2,2
"8888",1,1,288,3,66,472,0,1
"7800",0,1,282,8,68,509,1,0
"12129",1,2,282,8,68,509,2,0
"13659",0,3,282,8,68,509,3,0
"13889",0,4,282,8,68,509,4,0
"14855",0,5,282,8,68,509,5,0
"16589",0,6,282,8,68,509,6,0
"24554",1,7,282,8,68,509,7,0
"24970",0,8,282,8,68,509,7,1
"25413",0,9,282,8,68,509,7,2
"25464",0,10,282,8,68,509,7,2
"27345",0,11,282,8,68,509,7,2
"16016",0,1,562,10,715,6314,0,1
"16914",0,2,562,10,715,6314,0,1
"21075",0,3,562,10,715,6314,0,2
"21247",0,4,562,10,715,6314,0,2
"23169",0,5,562,10,715,6314,1,2
"25214",1,6,562,10,715,6314,1,3
"25658",0,7,562,10,715,6314,2,3
"25675",1,8,562,10,715,6314,2,3
"28990",0,9,562,10,715,6314,2,3
"10092",1,1,164,3,28,427,1,0
"18781",0,2,3233,7,478,1274,1,1
"24642",1,3,3233,7,478,1274,2,1
"27928",0,4,3233,7,478,1274,3,1
"28575",1,5,3233,7,478,1274,3,2
"28200",0,1,284,3,17,67,0,1
"11133",0,1,1,10,0,4,0,1
"23432",1,2,511,6,141,306,0,2
"11044",0,1,167,6,42,598,0,1
"11060",0,2,167,6,42,598,0,1
"11150",1,3,167,6,42,598,0,1
"16532",0,4,167,6,42,598,0,1
"19696",0,5,167,6,42,598,1,1
"23795",1,6,167,6,42,598,2,1
"23984",0,7,168,6,42,598,2,2
"4906",0,1,193,6,71,599,0,1
"6550",0,2,246,7,71,603,0,1
"12182",0,3,246,7,71,603,1,1
"13318",0,4,246,7,71,603,1,1
"17040",0,5,246,7,71,603,2,1
"22627",0,6,308,7,71,603,2,2
"24674",1,7,308,7,71,603,3,2
"27705",0,8,308,7,71,603,4,2
"13492",1,1,3233,7,478,1274,0,1
"19273",1,1,167,6,42,598,0,1
"19352",0,2,167,6,42,598,0,1
"19554",0,3,167,6,42,598,0,1
"20443",0,4,167,6,42,598,0,2
"21843",1,5,511,6,141,598,0,3
"5681",0,1,196,5,28,400,1,0
"6749",0,2,196,6,71,599,1,1
"8019",0,3,196,6,71,599,1,2
"9050",0,4,196,6,71,599,2,2
"9789",0,5,288,6,71,599,2,3
"9992",0,6,288,6,83,599,2,4
"11101",0,7,288,6,83,599,2,5
"11229",0,8,288,6,83,599,3,5
"13433",0,9,288,6,83,599,3,5
"14341",0,10,424,6,83,599,3,6
"14762",0,11,424,8,83,907,4,6
"15022",1,12,424,8,83,907,4,6
"15343",0,13,424,8,83,907,4,7
"16330",0,14,424,8,83,907,4,7
"18353",0,15,424,8,83,907,4,8
"20050",1,16,424,8,83,907,4,9
"27141",0,17,424,8,83,907,4,9
"3472",0,1,562,10,715,6314,0,1
"19942",1,2,562,10,715,6314,0,2
"25301",1,3,562,10,715,6314,1,2
"19880",1,1,511,6,141,306,0,1
"27467",0,2,511,6,141,306,1,1
"19118",1,1,84,7,42,532,0,1
"10138",0,1,73,4,6,148,0,1
"13395",0,2,167,6,42,598,0,2
"25268",0,3,3233,7,478,1274,0,3
"8719",0,1,244,10,45,432,1,0
"9814",0,2,244,10,45,432,1,1
"13003",0,3,3233,10,478,1274,1,2
"25542",1,4,3233,10,478,1274,1,2
"24153",1,1,562,10,715,6314,0,1
"27001",0,1,167,6,42,598,0,1
"27466",1,2,1051,6,44,856,1,1
"23778",1,1,8,10,1,75,0,0
"25249",1,1,121,3,23,212,1,0
"21558",1,1,167,6,42,598,0,1
"18661",0,1,128,11,11,186,1,0
"27599",0,2,128,7,11,186,1,0
"11755",0,1,288,3,66,472,0,1
"11849",0,2,288,8,66,586,0,2
"13348",0,3,288,8,66,586,0,2
"17291",1,5,288,8,66,586,0,3
"20716",0,6,288,8,66,586,1,3
"10139",0,1,167,6,42,598,0,1
"14779",0,2,167,6,42,598,1,1
"14416",0,1,85,5,6,137,0,1
"5639",0,1,279,9,33,502,1,0
"5654",1,2,279,9,103,1181,1,0
"13228",0,3,279,9,103,1181,1,1
"13560",0,4,279,9,103,1181,1,1
"15044",0,5,279,9,103,1181,2,1
"16993",0,6,279,9,103,1181,3,1
"18578",0,7,279,9,103,1181,3,2
"18753",0,8,279,9,103,1181,3,2
"20483",0,9,279,9,103,1181,3,2
"3311",0,1,102,4,15,146,0,1
"3875",0,2,102,4,15,146,0,1
"5143",0,3,102,4,15,146,0,1
"5448",0,4,3315,7,563,1356,0,2
"8885",1,5,3315,8,563,1356,1,2
"8900",0,6,3315,8,563,1356,1,3
"9030",1,7,3315,8,563,1356,1,4
"9176",0,8,3315,8,563,1356,1,4
"12273",0,9,3315,8,563,1356,1,5
"13034",0,10,3315,8,563,1356,1,6
"15021",1,11,3315,8,563,1356,2,6
"16901",0,12,3315,8,563,1356,2,6
"19029",1,13,3315,8,563,1356,2,7
"22033",0,14,3315,8,563,1356,2,7
"24996",0,15,3315,10,563,1356,2,8
"25012",1,16,3315,10,563,1356,2,8
"26189",1,17,3315,10,563,1356,2,9
"26103",1,1,130,11,1,19,1,0
"26629",1,1,8,7,0,37,1,0
"23460",0,1,61,6,14,128,0,1
"27901",0,2,511,6,141,306,0,2
"15677",1,1,279,9,33,502,1,0
"17168",1,2,305,9,57,1108,2,0
"11394",0,1,1,8,0,8,0,0
"8755",1,1,460,10,95,1897,1,0
"8831",1,2,460,10,103,1897,1,0
"11015",0,3,562,10,715,6314,1,1
"5175",1,1,233,2,103,1181,0,0
"8142",0,2,233,2,103,1181,1,0
"10608",0,3,233,8,103,1181,2,0
"16274",1,4,233,8,103,1181,2,1
"15900",0,1,288,3,66,472,0,1
"18214",1,2,288,3,66,472,1,1
"23570",0,3,312,5,66,472,2,1
"25972",0,4,312,5,66,472,3,1
"27397",0,1,62,9,7,163,1,0
"20563",0,1,81,5,19,603,0,1
"20677",1,2,511,6,141,603,0,2
"20839",0,3,511,6,141,603,0,2
"11886",1,1,167,6,42,598,0,1
"15043",0,1,7,8,0,1,1,0
"8727",0,1,335,7,1,19,0,0
"8949",1,2,335,9,2,106,1,0
"24023",0,1,6,1,1,46,0,1
"25531",0,2,182,8,41,348,1,1
"20566",0,1,562,10,715,6314,0,1
"20586",1,2,562,10,715,6314,1,1
"27317",1,1,102,4,15,146,0,1
"27574",1,2,102,4,15,146,0,2
"5710",0,1,102,4,15,146,0,1
"9223",1,2,288,4,66,472,0,2
"11114",0,3,288,4,66,472,0,2
"11875",1,4,3315,7,563,1356,0,3
"11915",1,5,3315,7,563,1356,0,4
"28986",1,6,3315,7,563,1356,0,4
"18357",0,1,167,6,42,598,0,1
"23056",0,2,338,6,184,1310,0,2
"24896",0,4,338,6,184,1310,1,2
"27177",0,5,338,6,184,1310,1,2
"12704",0,1,73,11,13,106,0,0
"1823",0,1,193,6,71,599,0,1
"7370",0,2,562,10,715,6314,0,2
"16506",1,3,562,10,715,6314,1,2
"19106",1,1,562,10,715,6314,0,1
"24541",0,1,511,6,141,306,0,1
"8808",1,1,562,10,715,6314,0,1
"8209",0,1,1451,6,418,993,0,1
"13337",0,2,1451,6,418,993,1,1
"26226",0,3,1451,6,418,993,2,1
"16119",1,1,167,6,42,598,0,1
"16631",0,2,167,6,42,598,0,1
"20625",1,3,562,10,715,6314,0,2
"22034",1,4,562,10,715,6314,0,3
"22529",0,5,562,10,715,6314,0,4
"24665",0,6,562,10,715,6314,0,4
"24958",0,7,562,10,715,6314,0,5
"25005",0,8,562,10,715,6314,1,5
"26634",0,9,562,10,715,6314,1,5
"19943",1,1,134,8,8,273,0,0
"26811",0,2,134,5,8,461,1,0
"7657",0,2,562,10,715,6314,0,1
"8116",0,3,562,10,715,6314,1,1
"8946",1,4,562,10,715,6314,1,2
"9302",1,5,562,10,715,6314,1,2
"14938",0,6,562,10,715,6314,1,2
"26550",1,7,562,10,715,6314,1,3
"5130",0,1,193,6,71,599,0,1
"8920",0,2,233,6,103,1181,0,1
"8947",0,4,506,6,103,1181,2,1
"9049",0,5,506,6,103,1181,2,1
"12693",1,6,506,6,103,1181,2,1
"13227",0,7,506,6,103,1181,3,1
"4164",1,1,193,6,71,599,0,1
"8735",1,2,193,6,71,599,0,1
"8922",1,3,193,6,71,599,0,2
"20216",1,4,288,6,71,599,0,3
"21869",0,5,1515,6,102,599,0,3
"6660",0,1,3315,7,563,1356,0,1
"10327",0,3,3315,7,563,1356,1,1
"12408",0,4,3315,7,563,1356,2,1
"13226",1,5,3315,7,563,1356,2,1
"25700",1,6,3315,7,563,1356,2,1
"24849",0,1,121,3,23,212,1,0
"16418",0,1,562,10,715,6314,0,1
"16436",0,2,562,10,715,6314,1,1
"16813",0,3,3315,10,715,6314,1,2
"19324",1,4,3315,10,715,6314,1,3
"19420",0,5,3315,10,715,6314,1,4
"20526",1,6,3315,10,715,6314,1,4
"20543",1,7,3315,10,715,6314,2,4
"23547",1,8,3315,10,715,6314,3,4
"28008",0,9,3315,10,715,6314,3,5
"23609",1,1,562,10,715,6314,0,1
"25727",0,2,562,10,715,6314,0,2
"26635",0,3,562,10,715,6314,0,3
"27696",0,4,562,10,715,6314,0,4
"28553",1,5,562,10,715,6314,0,5
"302",1,1,244,10,45,432,1,0
"660",0,3,246,10,49,603,1,0
"2194",0,4,246,10,49,603,1,0
"8754",1,5,246,10,54,1047,2,0
"20314",0,6,246,10,103,1181,2,0
"20666",0,7,246,10,103,1181,3,0
"24090",1,8,246,10,103,1181,3,0
"26816",1,9,246,10,103,1181,3,0
"21529",0,1,40,4,24,428,0,1
"21836",1,2,40,4,24,428,0,1
"25032",1,3,154,6,24,428,0,2
"26803",1,1,290,9,92,855,0,1
"6368",0,1,45,3,8,204,0,1
"19407",1,2,313,3,15,250,1,1
"20850",0,1,193,6,71,599,0,1
"12071",0,1,167,6,42,598,0,1
"19371",1,2,167,6,42,598,1,1
"23184",1,1,93,1,2,127,0,1
"23353",0,2,93,1,2,127,0,2
"23632",0,3,93,3,5,127,1,2
"26628",1,4,93,3,5,127,1,2
"28483",1,5,93,3,5,192,1,2
"14060",0,1,1515,6,102,397,0,0
"15676",0,2,1515,6,102,397,0,0
"16746",0,3,1515,6,102,492,1,0
"3671",0,1,246,7,49,603,0,0
"13048",0,2,246,7,49,603,1,0
"13434",0,3,246,7,49,710,2,0
"15486",0,4,246,7,49,710,2,0
"16121",0,5,246,7,49,710,2,0
"16144",1,6,246,7,49,710,3,0
"19372",0,7,246,7,49,710,3,0
"25906",0,8,511,7,141,710,3,1
"3227",0,2,193,6,71,599,0,1
"4039",0,3,193,6,71,599,1,1
"15612",0,4,193,6,71,599,1,1
"15984",0,1,81,5,19,603,0,1
"18183",0,1,164,3,28,427,1,0
"19870",1,1,1515,6,102,397,0,0
"10005",0,1,288,3,66,472,0,1
"15713",0,2,288,3,66,472,1,1
"18223",0,3,288,5,66,603,1,2
"26627",1,4,288,5,66,603,2,2
"2595",0,1,460,10,95,1897,1,0
"16061",1,2,460,10,95,1897,1,0
"25859",0,3,460,10,95,1897,2,0
"23379",1,2,156,8,54,1047,1,0
"26434",1,3,156,8,54,1047,1,1
"27326",1,1,341,8,17,221,0,0
"27652",1,2,341,8,17,221,0,0
"27661",0,1,34,2,2,125,1,0
"20494",0,1,16,10,5,338,1,0
"8994",0,1,102,4,15,146,0,1
"9129",1,2,305,5,37,377,1,1
"16219",0,3,305,6,42,598,1,2
"20106",0,4,405,6,42,598,2,2
"20180",0,5,405,6,42,598,3,2
"21211",0,6,405,6,42,598,4,2
"26986",0,7,405,6,42,598,5,2
"13703",1,1,40,11,2,106,1,0
"22337",0,1,227,6,29,710,1,0
"12193",0,1,102,4,15,146,0,1
"16892",1,2,305,7,57,1108,1,1
"21762",0,1,128,10,11,186,1,0
"22638",0,1,63,4,21,252,1,0
"7925",0,1,196,5,28,400,1,0
"8304",1,2,196,5,28,400,2,0
"8771",0,3,1363,6,104,400,3,0
"10606",0,4,1363,6,104,400,3,1
"12274",0,5,1376,10,143,1091,3,2
"16005",0,6,1376,10,143,1091,3,2
"18584",0,7,1376,10,143,1091,3,2
"22554",0,8,1376,10,184,1310,3,3
"28840",1,9,1376,10,184,1310,3,4
"10177",1,1,1,11,0,48,0,0
"12629",1,2,102,4,15,146,0,1
"13219",1,3,102,4,15,146,0,1
"13585",1,4,196,5,28,400,1,1
"22184",0,5,196,5,28,400,1,1
"4165",0,1,196,5,28,400,1,0
"7467",0,2,196,5,28,400,1,0
"8736",1,3,562,10,715,6314,1,1
"10341",0,4,562,10,715,6314,1,2
"12640",0,5,562,10,715,6314,1,3
"14271",1,6,562,10,715,6314,1,3
"15728",1,7,562,10,715,6314,2,3
"16735",0,8,562,10,715,6314,2,4
"17201",1,9,562,10,715,6314,2,4
"18258",1,10,1376,10,715,6314,2,5
"16981",0,1,290,9,92,855,0,1
"17147",0,2,290,9,92,855,0,2
"18423",1,3,290,9,92,855,0,2
"18519",1,4,290,9,92,855,0,3
"20115",0,5,290,9,92,855,0,3
"26755",1,1,113,3,4,56,0,1
"27296",1,2,200,5,26,111,0,2
"5481",1,1,193,6,71,599,0,1
"7749",0,2,193,6,71,599,0,1
"12641",1,3,233,6,103,1181,0,1
"22755",0,4,233,6,103,1181,0,2
"24741",0,1,338,4,58,155,0,1
"18131",1,1,22,9,4,95,0,1
"9547",0,1,21,10,2,17,0,1
"27428",0,1,167,6,42,598,0,1
"18810",1,1,5,9,2,62,0,0
"18904",0,2,5,1,2,62,1,0
"21611",0,3,167,3,5,340,2,0
"23699",0,4,167,5,6,340,2,1
"19178",0,1,156,8,54,1047,1,0
"19733",0,2,312,8,54,1047,2,0
"20003",0,3,312,8,54,1047,3,0
"20080",0,4,312,8,54,1047,4,0
"20457",0,5,312,8,54,1047,5,0
"20493",0,6,312,8,54,1047,5,1
"20702",0,7,312,8,54,1047,5,2
"21238",0,8,312,8,54,1047,5,3
"21835",0,9,312,8,54,1047,5,3
"21952",0,10,903,8,83,1047,5,4
"8770",1,1,562,10,715,6314,0,1
"8967",0,2,562,10,715,6314,1,1
"9331",0,3,562,10,715,6314,1,2
"9402",0,4,562,10,715,6314,1,2
"9561",0,5,562,10,715,6314,1,2
"15166",0,6,562,10,715,6314,2,2
"16129",0,7,562,10,715,6314,3,2
"16156",0,8,562,10,715,6314,4,2
"25657",1,9,562,10,715,6314,4,2
"22846",0,1,45,3,8,204,0,1
"23366",1,3,52,4,8,204,1,1
"25868",0,1,167,6,42,598,0,1
"26401",1,2,167,6,42,598,0,1
"26513",0,3,167,6,42,598,0,2
"28060",1,1,44,3,13,457,1,0
"10782",0,1,3233,7,478,1274,0,1
"19683",0,2,3233,7,478,1274,1,1
"16306",0,1,562,10,715,6314,0,1
"17688",0,2,562,10,715,6314,1,1
"18039",0,3,562,10,715,6314,1,1
"20678",0,4,562,10,715,6314,1,1
"19068",0,1,1,10,0,22,0,0
"14763",1,1,562,10,715,6314,0,1
"17554",0,2,562,10,715,6314,1,1
"21002",0,3,1376,10,715,6314,1,2
"26609",1,4,1376,10,715,6314,2,2
"18687",0,1,71,5,16,384,0,1
"20051",1,2,71,5,16,384,0,1
"25562",1,3,71,5,21,384,1,1
"4593",0,1,193,6,71,599,0,1
"8931",1,2,193,6,71,599,0,2
"14600",0,3,233,6,103,1181,0,2
"18741",0,4,233,6,103,1181,1,2
"19240",0,5,233,6,103,1181,2,2
"27468",0,6,233,6,103,1181,3,2
"21448",1,1,227,6,29,710,1,0
"26032",0,2,227,6,29,710,1,1
"28481",0,3,227,6,29,710,1,2
"23433",0,1,168,4,16,179,0,0
"16623",0,2,164,3,28,427,1,0
"17377",1,3,164,4,28,427,2,0
"12469",1,1,60,11,6,60,0,0
"13231",1,2,60,7,10,199,0,1
"16218",0,3,60,7,10,199,0,1
"17461",0,4,405,7,15,199,1,1
"17585",0,5,405,7,15,199,1,2
"12272",0,1,164,3,28,427,1,0
"13225",1,2,164,3,28,427,1,0
"16155",0,3,164,3,28,427,1,0
"17284",0,4,164,3,28,427,1,0
"18903",0,5,164,3,28,427,1,0
"756",0,1,1451,6,418,993,0,1
"7618",0,2,1451,9,418,993,0,2
"10607",0,3,3233,9,478,1274,0,3
"11693",0,4,3233,10,478,1274,0,4
"12345",0,5,3233,10,478,1274,1,4
"13229",0,6,3233,10,478,1274,1,4
"13973",0,7,3233,10,478,1274,1,4
"14982",1,8,3233,10,478,1274,2,4
"15088",0,9,3233,10,478,1274,3,4
"15218",0,10,3233,10,478,1274,3,4
"18709",0,11,3233,10,478,1274,3,5
"19821",1,12,3233,10,478,1274,3,5
"21920",0,13,3233,10,478,1274,4,5
"23434",0,14,3233,10,478,1274,4,5
"27250",1,15,3233,10,478,1274,5,5
"22767",0,1,1,8,0,6,0,1
"8772",0,1,246,7,49,603,0,0
"10033",0,2,246,7,49,603,0,1
"13230",0,3,556,7,49,603,1,1
"10013",0,1,233,2,103,1181,0,0
"18300",0,1,81,5,19,603,0,1
"3330",0,1,1451,6,418,993,0,1
"9033",1,2,1451,6,418,993,0,2
"9162",1,3,1451,6,418,993,1,2
"11983",0,4,1451,6,418,993,1,2
"19594",0,5,1515,6,418,993,1,2
"22346",1,6,1515,6,418,993,2,2
"18788",0,1,562,10,715,6314,0,1
"23040",0,2,562,10,715,6314,1,1
"15983",0,1,167,6,42,598,0,1
"8864",0,1,460,10,95,1897,1,0
"10892",1,2,506,10,95,1897,2,0
"19145",0,3,506,10,95,1897,2,1
"20208",0,4,506,10,95,1897,2,2
"8925",0,1,112,7,20,395,0,1
"9015",0,3,223,7,20,395,0,2
"22547",1,4,279,9,33,502,1,2
"25831",1,1,22,9,14,339,0,0
"3727",1,1,163,6,26,258,0,1
"4226",1,2,163,6,26,258,0,2
"9960",0,3,196,6,28,400,1,2
"3140",0,1,264,7,31,357,0,1
"4896",0,2,264,7,31,357,0,1
"7876",0,3,264,7,31,357,0,1
"12844",0,4,264,7,31,357,0,1
"14059",0,5,264,7,31,357,0,1
"14621",0,6,264,7,31,357,1,1
"21568",1,7,264,7,31,357,1,1
"3412",0,1,233,8,27,459,0,1
"8945",1,2,233,8,27,548,1,1
"9262",0,3,233,8,28,548,2,1
"12344",0,4,233,8,54,1047,3,1
"24256",0,6,233,8,54,1047,3,1
"21251",0,1,104,2,4,50,1,0
"22145",0,2,104,2,4,50,2,0
"23163",0,3,214,5,47,679,3,0
"23291",0,4,214,7,47,679,3,1
"25259",1,5,224,7,47,679,3,2
"28861",0,6,224,7,47,679,4,2
"10516",0,1,104,5,8,155,1,0
"3141",0,1,104,5,8,155,1,0
"4476",0,2,104,5,8,155,1,1
"5392",0,3,104,5,8,155,1,1
"6584",0,4,104,5,8,155,1,1
"7129",0,5,562,10,715,6314,1,2
"7369",0,6,562,10,715,6314,1,2
"9127",0,7,562,10,715,6314,1,2
"11215",0,8,562,10,715,6314,2,2
"18469",0,9,562,10,715,6314,3,2
"18477",1,10,562,10,715,6314,3,3
"27369",1,11,562,10,715,6314,3,3
"3670",0,1,1451,6,418,993,0,1
"7829",0,2,1451,6,418,993,1,1
"11547",0,3,1451,6,418,993,1,1
"11593",0,4,3233,7,478,1274,1,2
"17392",0,5,3233,7,478,1274,1,2
"18367",0,6,3233,7,478,1274,2,2
"19893",0,7,3233,7,478,1274,2,3
"23057",0,8,3233,7,478,1274,2,4
"12210",0,1,39,7,1,8,1,0
"15167",0,2,82,1,4,114,1,1
"22212",0,1,167,6,42,598,0,1
"22504",1,2,167,6,42,598,1,1
"25031",1,3,168,6,42,598,1,2
"3116",0,1,193,6,71,599,0,1
"3329",0,2,193,6,71,599,0,2
"3697",0,3,193,6,71,599,0,2
"6928",0,4,193,6,71,602,1,2
"7644",0,5,193,6,71,602,2,2
"8927",1,6,193,6,71,602,2,2
"8953",1,7,206,6,71,602,3,2
"9759",0,9,206,6,71,602,3,2
"11289",0,10,206,6,71,602,3,3
"11791",0,11,511,6,141,602,3,4
"11898",0,12,1515,6,141,602,3,4
"12209",0,13,1515,6,141,602,3,4
"13396",0,14,1515,7,141,602,3,5
"14166",0,15,1515,7,141,602,3,5
"16166",0,16,1515,7,141,602,4,5
"19854",0,17,1515,7,141,602,4,5
"22505",1,18,1515,7,141,602,5,5
"24454",1,19,1515,7,141,602,5,5
"3342",0,1,196,5,28,400,1,0
"3628",0,2,196,5,28,400,1,1
"10380",1,3,196,5,28,400,2,1
"12321",0,4,196,6,28,400,2,2
"17876",1,5,196,6,28,400,2,2
"20942",0,1,511,6,141,306,0,1
"17875",0,1,47,5,10,166,1,0
"22176",0,2,85,5,10,166,1,1
"183",0,1,460,10,95,1897,1,0
"206",0,2,460,10,95,1897,2,0
"10156",0,3,460,10,95,1897,2,0
"10166",1,4,460,10,95,1897,3,0
"4123",0,1,13,2,3,54,0,1
"6491",0,3,196,5,28,400,1,1
"6633",0,4,196,5,28,400,2,1
"7292",0,5,332,10,88,884,2,2
"8253",0,6,636,10,106,1251,2,3
"8290",0,7,636,10,106,1251,2,3
"8902",1,8,636,10,106,1251,2,4
"9192",1,9,636,10,106,1251,3,4
"9224",0,10,636,10,106,1251,3,5
"9282",0,11,636,10,106,1251,3,5
"9359",0,12,636,10,106,1251,3,5
"9390",0,13,636,10,106,1251,3,5
"9466",0,14,636,10,106,1251,3,5
"12743",0,15,636,10,106,1251,3,5
"26773",1,16,636,10,715,6314,3,6
"8751",0,1,24,3,5,222,1,0
"16854",0,2,223,6,18,320,1,1
"26288",0,1,264,4,6,150,1,0
"26681",0,2,264,4,6,150,2,0
"28105",0,3,1515,6,102,397,2,0
"18079",1,1,164,3,28,427,1,0
"15966",0,2,562,10,715,6314,1,1
"16508",0,1,98,7,10,165,0,1
"16551",0,4,338,7,58,165,0,2
"21969",0,5,562,10,715,6314,0,3
"22133",0,6,562,10,715,6314,0,4
"22424",0,7,562,10,715,6314,1,4
"22735",0,8,562,10,715,6314,1,5
"23185",0,9,562,10,715,6314,1,6
"24959",0,10,562,10,715,6314,1,6
"25207",1,11,562,10,715,6314,2,6
"25796",1,12,562,10,715,6314,2,7
"26948",0,13,562,10,715,6314,2,7
"28673",1,14,562,10,715,6314,2,8
"19767",1,1,511,6,141,306,0,1
"21170",0,2,511,6,141,306,0,2
"20696",0,1,562,10,715,6314,0,1
"20708",1,2,562,10,715,6314,0,2
"21747",0,3,562,10,715,6314,0,2
"13317",1,1,246,7,49,603,0,0
"19086",0,3,246,7,49,603,1,0
"26708",1,4,246,7,49,603,1,0
"27309",1,5,246,7,49,603,1,1
"28300",0,1,37,2,12,200,0,1
"1920",1,1,193,6,71,599,0,1
"13479",1,2,562,10,715,6314,0,1
"26093",1,1,511,6,141,306,0,1
"15771",0,1,3,11,1,43,1,0
"16332",0,2,3,8,1,43,1,0
"20627",0,3,3,7,1,43,1,0
"22605",0,4,161,5,9,133,1,1
"24410",1,5,511,6,141,306,1,2
"9160",0,2,233,2,103,1181,0,0
"16447",0,3,459,4,103,1181,1,0
